;id;loan_amnt;int_rate;grade;emp_title;emp_length;home_ownership;annual_inc;loan_status
4543;68503741;20000;13.99;C;District Instructional Coach;10;MORTGAGE;65000;Fully Paid
4544;68443710;14400;6.49;A;owner;10;OWN;40000;Fully Paid
4545;68523778;14400;9.8;B;Physician;4;MORTGAGE;200000;Charged Off
4546;67387637;6400;11.99;C;Journey man installer;1;RENT;40000;Charged Off
4547;68443649;26400;10.78;B;principal;10;MORTGAGE;146000;Fully Paid
4548;67268460;15000;8.49;B;Nurse;5;MORTGAGE;50000;Fully Paid
4549;68403817;24000;13.44;C;Co-manager;10;MORTGAGE;90000;Fully Paid
4550;68543771;3600;9.17;B;Head of Sales - Midwest;4;MORTGAGE;140000;Fully Paid
4551;68603486;28000;13.44;C;HRmanager;1;RENT;125000;Current
4552;68503408;35000;13.44;C;Officer;10;MORTGAGE;120000;Fully Paid
4553;68112988;30000;7.91;A;Payroll manager;10;OWN;110000;Fully Paid
4554;68543759;12000;5.32;A;Architect;10;OWN;112000;Fully Paid
4555;68413788;22000;8.49;B;Principal;10;MORTGAGE;110000;Charged Off
4556;68533294;18000;10.78;B;;;OWN;87000;Current
4557;68423778;12000;6.99;A;Sr. Specialist Client Compensation;10;MORTGAGE;50148;Fully Paid
4558;68363747;6000;6.49;A;Project Manager;8;MORTGAGE;55000;Fully Paid
4559;68573924;6600;11.99;C;dispatcher;2;OWN;45000;Fully Paid
4560;68363810;20000;9.8;B;Route sales representative ;0;RENT;60000;Charged Off
4561;68584079;6000;9.8;B;Retail Sales Associates ;4;MORTGAGE;37000;Fully Paid
4562;68593699;28000;6.49;A;Section chief / assistant attorney gener;10;OWN;137000;Fully Paid
4563;68463698;13000;12.88;C;Sales Agent;10;MORTGAGE;65000;Charged Off
4564;68092548;12000;11.48;B;Systems integrator;1;RENT;45000;Fully Paid
4565;68503744;1000;9.8;B;CNA;2;MORTGAGE;22880;Fully Paid
4566;68413783;3200;9.8;B;Security;10;RENT;50000;Fully Paid
4567;67525132;24000;7.91;A;Senior Project Manager;6;MORTGAGE;91000;Fully Paid
4568;68513200;20000;13.99;C;Fleet Supervisor;9;OWN;63500;Charged Off
4569;68383697;24000;18.49;D;Teacher;7;RENT;105000;Charged Off
4570;68373850;14500;10.78;B;Sergeant;8;RENT;62000;Fully Paid
4571;65875649;16000;9.8;B;Senior Corporate Counsel;7;MORTGAGE;190000;Current
4572;68603483;25000;17.97;D;Assistant service manager;6;OWN;90000;Current
4573;68513851;12000;9.8;B;CphT;9;RENT;40000;Fully Paid
4574;68353851;8000;15.77;D;Officer;3;RENT;65899;Fully Paid
4575;68373832;18000;8.49;B;Owner/Manager;7;MORTGAGE;175000;Current
4576;68493839;2000;9.8;B;Mechanical Assembly Supervisor;10;MORTGAGE;52500;Charged Off
4577;68373839;5000;10.78;B;Teacher;10;MORTGAGE;58000;Fully Paid
4578;68593726;5775;18.99;E;maintenance;6;MORTGAGE;40000;Charged Off
4579;68543773;9000;9.17;B;RN;4;RENT;80000;Fully Paid
4580;68473768;10000;19.89;E;Medical secretary/nurse;0;MORTGAGE;29000;Fully Paid
4581;68533889;15000;9.8;B;Welder;10;MORTGAGE;53000;Fully Paid
4582;67467993;4500;13.44;C;account merchandiser ;10;OWN;42000;Fully Paid
4583;68443647;1000;9.8;B;Error Processing ;5;MORTGAGE;40000;Fully Paid
4584;66106414;28000;7.91;A;data scientist;2;MORTGAGE;165000;Current
4585;68413798;11200;13.99;C;RN;10;RENT;75000;Fully Paid
4586;67989850;33000;17.97;D;facilities assistant;10;OWN;75000;Fully Paid
4587;68603457;9600;13.99;C;Owner;10;MORTGAGE;60000;Fully Paid
4588;68543746;6000;12.88;C;Teacher;10;RENT;38969;Fully Paid
4589;68523829;2000;24.24;F;;;RENT;13692;Fully Paid
4590;68353718;5000;8.49;B;Product Specialist;4;MORTGAGE;50000;Fully Paid
4591;68353503;20000;5.32;A;Sales and Marketing Manager;10;MORTGAGE;120000;Fully Paid
4592;68353792;4500;6.49;A;Customer Care Professional;0;RENT;50000;Fully Paid
4593;68563757;10000;11.48;B;manager;0;RENT;45000;Fully Paid
4594;68584022;14000;16.59;D;Instructional Designer;3;MORTGAGE;57000;Charged Off
4595;68523820;6025;10.78;B;Bartender ;2;MORTGAGE;62000;Fully Paid
4596;68593751;9600;8.49;B;Director ;10;MORTGAGE;115000;Fully Paid
4597;68603423;10000;6.99;A;Computer Support;10;OWN;39000;Fully Paid
4598;68493760;11200;13.99;C;relationship manager;4;OWN;110000;Fully Paid
4599;68413122;7000;11.48;B;Battalion Chief;10;RENT;120000;Fully Paid
4600;67565168;12000;9.17;B;Regional Pharmacy Services Supervisor;0;MORTGAGE;72000;Fully Paid
4601;68503709;24000;12.88;C;HHa;8;RENT;57000;Fully Paid
4602;68483793;12225;18.49;D;Branch Manager;0;MORTGAGE;120000;Charged Off
4603;68493762;7000;14.85;C;Business Development Manager;2;RENT;85000;Fully Paid
4604;68533795;19725;21.48;E;reservation specialist;10;RENT;47000;Charged Off
4605;68353441;19175;16.59;D;Accountant;2;RENT;74000;Current
4606;68353144;9600;16.59;D;Manager, IT and Business Systems;4;MORTGAGE;155000;Fully Paid
4607;68463708;6000;7.49;A;Teacher;10;MORTGAGE;74000;Fully Paid
4608;68433766;11200;18.49;D;Assistant deli manager;7;RENT;29700;Charged Off
4609;68503564;12000;20.5;E;Account Specialist;4;RENT;35000;Charged Off
4610;68353795;35000;17.27;D;Sr.business analyst;5;MORTGAGE;95000;Fully Paid
4611;68443675;5000;13.99;C;Supervisor;4;OWN;65000;Charged Off
4612;68132676;10800;12.88;C;Contracts Manager;10;OWN;46000;Current
4613;68613304;24000;11.48;B;Programmer/Analyst;9;MORTGAGE;97000;Current
4614;67829896;25000;7.91;A;Project Manager;3;MORTGAGE;70000;Fully Paid
4615;68373843;10000;13.99;C;Appeals Service Coordinator;10;RENT;35000;Fully Paid
4616;68413821;30000;11.99;C;Supply Analyst;3;MORTGAGE;84000;Fully Paid
4617;68072788;30000;12.88;C;Chief Pilot;7;MORTGAGE;160000;Fully Paid
4618;68303026;30000;14.85;C;teacher;10;MORTGAGE;110000;Charged Off
4619;68593690;10000;10.78;B;schools safety agent;10;MORTGAGE;61500;Fully Paid
4620;68373783;12000;5.32;A;Analyst;2;RENT;75000;Fully Paid
4621;68563645;8000;9.8;B;Paralegal;3;RENT;100000;Fully Paid
4622;68463633;14400;14.85;C;Preper ;1;RENT;40000;Fully Paid
4623;68202700;12000;6.99;A;Producer;2;MORTGAGE;46000;Fully Paid
4624;68222480;6000;10.78;B;Patient care associate;0;RENT;20000;Fully Paid
4625;68593441;30000;11.99;C;Multi skill technician;10;MORTGAGE;175000;Fully Paid
4626;68573844;28000;14.85;C;Internet Director;1;RENT;96000;Fully Paid
4627;68493738;12000;9.17;B;RN;10;MORTGAGE;70000;Fully Paid
4628;68102593;17500;13.44;C;Account Executive;0;RENT;51000;Current
4629;68443633;12000;13.99;C;Analyst;3;RENT;38500;Charged Off
4630;68503689;28000;17.27;D;CEO;7;MORTGAGE;125000;Fully Paid
4631;68563725;16000;9.8;B;Cosmetologist ;10;MORTGAGE;54000;Current
4632;68433672;24000;13.99;C;Software technical lead;0;MORTGAGE;125000;Late (31-120 days)
4633;68493710;12000;10.78;B;teacher;10;RENT;63000;Fully Paid
4634;68463494;6000;6.99;A;Account Clerk & court clerk ;10;MORTGAGE;42000;Fully Paid
4635;68393715;10000;11.99;C;;;OWN;55952;Charged Off
4636;68473667;18000;8.49;B;Senior Maintenance Control Supervisor;10;OWN;75000;Fully Paid
4637;67828731;18025;20.5;E;Supervisor;3;RENT;54000;Current
4638;68423730;6500;9.8;B;Accountant;1;RENT;59500;Fully Paid
4639;68593712;1200;12.88;C;;;RENT;30000;Fully Paid
4640;68573891;22000;9.17;B;Business analyst II;10;MORTGAGE;108000;Fully Paid
4641;68403699;35000;13.44;C;Case Manager;0;OWN;80000;Fully Paid
4642;68182501;30000;23.13;F;general manager;3;MORTGAGE;140000;Fully Paid
4643;68543731;7500;6.99;A;Regulator;10;MORTGAGE;80000;Fully Paid
4644;67416456;5000;13.44;C;Sales Representative;1;RENT;40000;Fully Paid
4645;68463628;5000;14.85;C;Customer Logistics Manager;5;OWN;53000;Charged Off
4646;68603383;20000;23.13;F;Clerk;10;MORTGAGE;65000;Charged Off
4647;68102580;9600;11.99;C;Athletic Director;10;MORTGAGE;103000;Fully Paid
4648;68353703;8000;9.17;B;Decision Writer ;6;OWN;65000;Fully Paid
4649;68523731;10000;19.48;E;Social worker ;0;MORTGAGE;62000;Fully Paid
4650;68423543;21000;10.78;B;IT Specialist;2;RENT;74196;Fully Paid
4651;68563706;25000;14.85;C;Director of Sales;10;MORTGAGE;240000;Fully Paid
4652;68593591;28000;5.32;A;Account Manager;10;RENT;150000;Fully Paid
4653;68393494;4000;11.48;B;Secure care;6;MORTGAGE;51000;Fully Paid
4654;67908179;6225;27.49;G;supervisor ;3;RENT;42000;Charged Off
4655;68533757;1200;15.77;D;Inspection team leader;9;RENT;40000;Fully Paid
4656;68353710;4550;14.85;C;Family Services Coordinator;10;MORTGAGE;39000;Fully Paid
4657;68483517;14400;11.48;B;supervisor ;10;MORTGAGE;45000;Fully Paid
4658;67879644;7800;9.8;B;Ophthalmic tech;4;MORTGAGE;60000;Fully Paid
4659;68483740;21625;24.24;F;Security;6;MORTGAGE;80000;Fully Paid
4660;68353755;6000;14.85;C;Program Coordinator;10;RENT;80000;Fully Paid
4661;68613246;14000;11.48;B;QA Supervisor;3;RENT;55000;Fully Paid
4662;68383710;10000;13.44;C;Sr. Solutions Analyst;5;OWN;66000;Current
4663;68573744;7200;9.8;B;D.P.W.;4;MORTGAGE;53000;Fully Paid
4664;68393737;17275;19.48;E;Operations manager;4;MORTGAGE;56000;Charged Off
4665;67989835;30000;13.99;C;Teacher- Resource Specialist;9;RENT;83000;Charged Off
4666;68573909;4525;12.88;C;Electrician ;10;RENT;70000;Fully Paid
4667;68363751;20000;13.44;C;PROCESSING MANAGER;4;MORTGAGE;65000;Fully Paid
4668;68483714;15000;17.27;D;truck driver;4;MORTGAGE;60500;Charged Off
4669;68172562;20000;22.45;F;Learning & Performance Strategist;1;RENT;110000;Fully Paid
4670;68423274;26400;11.48;B;IT Manager;10;OWN;127700;Charged Off
4671;68393736;12000;8.49;B;Director of Acute Care Unit;0;RENT;60000;Charged Off
4672;66622308;35000;11.99;C;;8;MORTGAGE;400000;Charged Off
4673;68423753;10000;6.99;A;Sales Coach;1;MORTGAGE;50000;Fully Paid
4674;68523699;8000;10.78;B;owner/fitness instructor;8;RENT;40000;Fully Paid
4675;68403701;21000;7.91;A;vp corp it;3;MORTGAGE;110000;Fully Paid
4676;68433722;10000;7.49;A;Payroll Manager;10;MORTGAGE;70200;Fully Paid
4677;68513379;10000;13.44;C;Data Mananagement;0;RENT;25500;Charged Off
4678;68363727;17000;8.49;B;RN;10;RENT;75000;Fully Paid
4679;68373816;15000;10.78;B;District Manager ;0;RENT;65000;Fully Paid
4680;67316634;10000;22.45;F;Postdoctoral Fellow;3;RENT;45000;Current
4681;68373812;4650;12.88;C;Line worker ;10;MORTGAGE;26248;Fully Paid
4682;68383719;12000;8.49;B;Personnel Analyst V;10;MORTGAGE;85567;Fully Paid
4683;67819617;35000;15.77;D;Operations Manager;9;MORTGAGE;85000;Fully Paid
4684;68513587;5000;8.49;B;TEAM CHIEF;10;RENT;49890;Fully Paid
4685;68593697;20000;15.77;D;"work inside; sorter";10;MORTGAGE;68000;Fully Paid
4686;68413719;7000;11.48;B;Billing & importing mug. Asst.;10;MORTGAGE;50000;Fully Paid
4687;68172649;5000;13.99;C;Owner/Business Principal;10;RENT;40000;Fully Paid
4688;68403690;9000;11.48;B;Truck driver;4;MORTGAGE;65000;Fully Paid
4689;68403710;20000;11.99;C;District Support;6;RENT;125000;Charged Off
4690;68543708;12000;8.49;B;Quality Manager;8;RENT;50000;Fully Paid
4691;68493750;12000;25.09;F;IT Business Analyst ;1;MORTGAGE;104000;Fully Paid
4692;66495970;21600;13.44;C;IS Program Director;4;MORTGAGE;200000;Fully Paid
4693;68353522;16800;9.8;B;Transition of Care Partner;10;MORTGAGE;63896;Current
4694;68393728;30000;10.78;B;Engineer;10;RENT;130000;Charged Off
4695;67968564;17625;16.59;D;Freshmen Transition Coach;10;RENT;42000;Current
4696;68493749;8400;6.99;A;Eng Manager;10;RENT;90000;Fully Paid
4697;68423755;25000;6.49;A;Sales Manager;2;RENT;120000;Fully Paid
4698;68363720;6000;14.85;C;Foreman;2;RENT;65000;Charged Off
4699;68353741;30000;7.49;A;Budget analyst;10;MORTGAGE;107111;Fully Paid
4700;66482367;16000;7.91;A;;;MORTGAGE;60000;Fully Paid
4701;68613232;15000;11.99;C;Artistic Director;10;RENT;56000;Charged Off
4702;68523611;15000;15.77;D;Driver ;3;RENT;48000;Charged Off
4703;68353729;25000;22.45;F;Field service rep ;6;MORTGAGE;130000;Charged Off
4704;68583973;11450;23.13;F;Dual Enrollment Coordinator;10;RENT;53000;Fully Paid
4705;68433685;10000;14.85;C;Civilian Pay Technician ;0;MORTGAGE;32600;Fully Paid
4706;68383675;3000;7.91;A;Finisher;10;OWN;70000;Fully Paid
4707;68493663;20000;6.99;A;Training NCO;10;MORTGAGE;65000;Fully Paid
4708;68483143;7200;13.99;C;assembler;5;RENT;30000;Fully Paid
4709;68503680;24000;13.44;C;Firefighter/emt;8;RENT;85000;Charged Off
4710;66533072;11025;13.44;C;Music Leader;5;RENT;24000;Fully Paid
4711;68603392;9350;18.49;D;Warehouse coordinator;5;RENT;32500;Fully Paid
4712;67930017;18000;7.91;A;Account Manager;10;MORTGAGE;65400;Fully Paid
4713;68338270;33000;12.88;C;physician assistant;2;MORTGAGE;125000;Fully Paid
4714;67615515;16000;11.99;C;Manager of Securities Processing Group;5;RENT;80000;Fully Paid
4715;68583925;23000;18.49;D;Assistant Professor;2;RENT;52700;Fully Paid
4716;68603355;10000;17.97;D;MEDICAL RECEPTIONIST;10;OWN;29000;Current
4717;68403694;9225;21.48;E;Nurse;2;RENT;40500;Charged Off
4718;68543714;21600;13.44;C;Production Manager;4;MORTGAGE;135000;Late (31-120 days)
4719;66474278;8000;11.99;C;lead;10;OWN;40000;Fully Paid
4720;66350792;15000;26.06;F;Case Manager;10;MORTGAGE;41000;Charged Off
4721;68393749;35000;9.8;B;Director Program Management ;5;RENT;200000;Fully Paid
4722;68413715;18000;11.99;C;Teacher/Coach;8;MORTGAGE;68953.29;Fully Paid
4723;68363730;16000;11.99;C;Vice President;2;MORTGAGE;600000;Fully Paid
4724;68603339;5325;9.8;B;APPRAISER;10;OWN;23400;Fully Paid
4725;66584077;3000;11.48;B;Senior client service associate;10;RENT;74000;Fully Paid
4726;68142631;14350;22.45;F;Garage Manager;8;RENT;48000;Fully Paid
4727;67858687;2000;10.78;B;Nurse;5;RENT;90000;Fully Paid
4728;67959885;21000;7.49;A;Agriculture Education Teacher;10;OWN;76000;Fully Paid
4729;67735219;15000;17.97;D;Principal;10;MORTGAGE;85000;Current
4730;68443615;10400;13.44;C;Payroll Clerk III;8;MORTGAGE;38792;Charged Off
4731;68132534;2800;7.91;A;Backroom Team Member;10;RENT;30000;Fully Paid
4732;68433606;8000;6.49;A;Marketing Specialist;0;RENT;48000;Fully Paid
4733;68563657;10000;11.48;B;Banquet Supervisor;10;RENT;105000;Fully Paid
4734;68473646;14000;8.49;B;District Manager;10;MORTGAGE;68000;Fully Paid
4735;68403644;5000;11.48;B;service agent;10;MORTGAGE;42500;Fully Paid
4736;68483695;9000;11.99;C;Field Project Manager;10;MORTGAGE;89000;Fully Paid
4737;68593617;8000;10.78;B;Orderfiller;3;RENT;38000;Fully Paid
4738;68383630;10000;5.32;A;Professor;10;MORTGAGE;180000;Fully Paid
4739;68573768;12000;11.48;B;Technical Support Engineer;2;RENT;50000;Fully Paid
4740;68340245;35000;7.91;A;Maintenance supervisor ;3;MORTGAGE;78000;Fully Paid
4741;68353663;35000;13.99;C;regional mgr;10;RENT;150000;Fully Paid
4742;68523642;25000;24.24;F;Service manager;2;MORTGAGE;50000;Late (31-120 days)
4743;68593658;15000;13.99;C;Officer;8;MORTGAGE;46000;Fully Paid
4744;67978370;20000;11.48;B;Educator;9;MORTGAGE;70000;Fully Paid
4745;68593622;14400;15.77;D;Store Manager;10;RENT;58000;Current
4746;67436807;6400;7.49;A;LPN;5;MORTGAGE;45000;Fully Paid
4747;68503636;16000;8.49;B;worker;10;MORTGAGE;100000;Fully Paid
4748;68563632;8000;14.85;C;Team Member;2;RENT;24000;Charged Off
4749;68413689;35000;13.99;C;shop manager;3;MORTGAGE;100000;Charged Off
4750;68393654;18000;7.91;A;Security Analyst;8;RENT;77160;Current
4751;68373726;8000;11.99;C;MANAGER/TELLER;10;RENT;50000;Fully Paid
4752;68473620;12000;8.49;B;Nuclear Medicine Technologist;10;OWN;65000;Current
4753;67417630;16000;12.88;C;Warehouse Manager;6;RENT;50000;Charged Off
4754;68593620;8000;12.88;C;Flight controller;6;OWN;50000;Fully Paid
4755;68513701;21000;11.48;B;MANAGER;10;RENT;52000;Fully Paid
4756;68613153;35000;17.97;D;Client Manager;0;RENT;70000;Fully Paid
4757;68473608;28800;11.99;C;Branch manager;10;OWN;60000;Fully Paid
4758;68338265;8000;9.17;B;Account Manager;3;RENT;37000;Fully Paid
4759;68493659;9600;10.78;B;Accountant;4;MORTGAGE;46000;Fully Paid
4760;67910185;10000;9.17;B;PM Analyst ;8;RENT;70000;Fully Paid
4761;68473592;33000;14.85;C;Administration;10;RENT;95000;Current
4762;68413631;21000;12.88;C;Resident;0;RENT;52000;Fully Paid
4763;68493654;14000;11.99;C;Teacher ;8;RENT;60000;Fully Paid
4764;68603285;10000;10.78;B;;;MORTGAGE;75000;Fully Paid
4765;68463607;10000;6.49;A;Loan officer;0;OWN;80000;Fully Paid
4766;68363639;13000;10.78;B;produce dept. associate;2;RENT;32736;Charged Off
4767;67959778;10000;9.8;B;Poker dealer ;3;RENT;45000;Fully Paid
4768;68603287;15000;15.77;D;tractor trailer driver;3;RENT;70600;Charged Off
4769;68353693;13000;7.91;A; Registered Nurse;2;MORTGAGE;70000;Fully Paid
4770;68583874;23000;18.99;E;Document Control Manager;8;MORTGAGE;81900;Fully Paid
4771;68543645;16000;7.91;A;Assistant Manager;5;RENT;70000;Fully Paid
4772;67365927;19000;7.26;A;Electronics Lead;10;MORTGAGE;50000;Fully Paid
4773;68553247;6000;9.8;B;Boss;10;RENT;80000;Fully Paid
4774;68503651;18000;9.17;B;;;MORTGAGE;70000;Fully Paid
4775;66142697;5000;8.49;B;custodian;10;RENT;36500;Fully Paid
4776;68463570;4500;11.99;C;Office Manager;0;RENT;65000;Fully Paid
4777;68433652;10000;11.48;B;Retail Manager;5;MORTGAGE;65000;Fully Paid
4778;68433610;10000;8.49;B;LAB ASSISTANT;6;RENT;30000;Charged Off
4779;66542505;4000;11.99;C;Plumbing Mechanic;3;RENT;94000;Charged Off
4780;68363691;22800;6.49;A;Director of Techops;3;RENT;190000;Fully Paid
4781;68593639;15900;6.49;A;Training/Implementation Team;3;RENT;46217;Fully Paid
4782;68493646;12600;7.91;A;Paid Search Specialist;1;MORTGAGE;60000;Fully Paid
4783;68493640;15000;12.88;C;Technical Support Analyst II;10;RENT;60000;Charged Off
4784;68493645;1600;18.49;D;Medical Technologist;0;RENT;62000;Fully Paid
4785;68573782;4000;11.48;B;Registered Nurse;1;MORTGAGE;70000;Fully Paid
4786;68583871;12500;6.49;A;Marketing Manager;5;MORTGAGE;69500;Fully Paid
4787;68593644;10000;8.49;B;Sr. Funder;0;MORTGAGE;58000;Fully Paid
4788;68483677;5300;10.78;B;Project Manager II;1;RENT;55000;Fully Paid
4789;67789796;12000;7.49;A;;;RENT;24000;Current
4790;68393670;10000;8.49;B;;;MORTGAGE;72000;Fully Paid
4791;68413674;15600;15.77;D;Owner;2;RENT;40000;Current
4792;68613189;7500;7.49;A;sales;10;OWN;26000;Charged Off
4793;68403631;18025;13.99;C;Medical Lab Tech;2;RENT;62500;Current
4794;68443573;28000;16.59;D;nurse;10;RENT;109000;Charged Off
4795;68573806;35000;17.97;D;Registered Nurse;6;MORTGAGE;99000;Charged Off
4796;68613182;35000;27.49;G;COMMUNICATION TECHNICIAN;10;RENT;111216;Charged Off
4797;68493338;35000;13.44;C;Associate Director of ITS;3;MORTGAGE;125000;Fully Paid
4798;68423671;3000;12.88;C;Relationship Manager ;10;MORTGAGE;59000;Fully Paid
4799;68232511;2400;8.49;B;Maintenance;4;MORTGAGE;28000;Fully Paid
4800;68613116;3500;18.49;D;claims rep;10;RENT;40000;Fully Paid
4801;68533688;12000;5.32;A;Owner;8;MORTGAGE;77000;Fully Paid
4802;68603257;3000;20.5;E;Community rep.;4;RENT;10000;Charged Off
4803;68339266;24000;23.13;F;Regional Director;10;RENT;60000;Charged Off
4804;68463573;17950;17.97;D;Loan Officer / Loan Processor ;7;MORTGAGE;98000;Fully Paid
4805;67788380;19000;7.49;A;Applications Engineer;9;MORTGAGE;58000;Fully Paid
4806;68323710;16000;16.59;D;director ;10;RENT;35000;Charged Off
4807;68403594;17600;27.99;G;Manager;4;RENT;55000;Charged Off
4808;67978901;16000;13.67;C;Table Games Dealer;4;RENT;45000;Charged Off
4809;68443531;25000;13.99;C;CONSULTING APPLICATION ENGINEER;1;RENT;112000;Fully Paid
4810;68603236;5000;9.17;B;Trainer;10;OWN;53000;Fully Paid
4811;68513500;21000;14.85;C;CRA;5;MORTGAGE;104000;Fully Paid
4812;68483599;25000;11.99;C;Mortgage Consultant ;7;OWN;140000;Fully Paid
4813;66422418;35000;7.49;A;Vice President of Sales - Central Region;0;MORTGAGE;150000;Fully Paid
4814;67235164;20000;15.77;D;Police Officer -Seargent;10;MORTGAGE;208000;Fully Paid
4815;66965199;24000;11.48;B;Director of Technology;9;OWN;98000;Charged Off
4816;68543596;20000;12.88;C;social work supervisor;10;RENT;120000;Fully Paid
4817;68423623;8400;10.78;B;Engineer;10;MORTGAGE;150000;Fully Paid
4818;68563600;2900;18.99;E;Executive Assistant;10;RENT;82000;Fully Paid
4819;68473228;21000;18.49;D;Lead Compliance Technician ;6;RENT;56000;Fully Paid
4820;68373202;20000;10.78;B;Principal;6;OWN;65000;Charged Off
4821;66604331;10000;11.48;B;Access Management Engineer;1;RENT;118000;Fully Paid
4822;68433568;10950;17.97;D;Executive Assistant;0;RENT;36000;Fully Paid
4823;68513661;35000;9.8;B;Sales Manager;1;MORTGAGE;140000;Fully Paid
4824;68473257;24000;17.97;D;Diesel Electrician;10;MORTGAGE;75000;Charged Off
4825;68583832;4000;11.99;C;;;RENT;37000;Fully Paid
4826;68493593;4000;6.49;A;CSR 3;0;MORTGAGE;45000;Fully Paid
4827;67288867;14000;21.48;E;Sales specialist;9;MORTGAGE;28000;Fully Paid
4828;68453509;10500;11.99;C;Software Developer;0;RENT;110000;Fully Paid
4829;68563520;8675;9.17;B;;;RENT;18100;Fully Paid
4830;68453669;8000;5.32;A;Mortgage Underwriter;2;OWN;65000;Charged Off
4831;67908547;35000;11.48;B;Regional General Manager;9;OWN;200000;Current
4832;68483560;28000;7.49;A;GM;5;MORTGAGE;83000;Charged Off
4833;68353602;10000;12.88;C;;;RENT;25200;Charged Off
4834;68383600;5000;7.91;A;Paralegal;10;MORTGAGE;86000;Fully Paid
4835;68513657;7450;8.49;B;;;MORTGAGE;26000;Fully Paid
4836;68503577;21000;10.78;B;CBPO;4;MORTGAGE;102000;Fully Paid
4837;68373685;16000;9.17;B;Teacher;10;MORTGAGE;60000;Charged Off
4838;68473565;16000;5.32;A;senior management;5;RENT;185000;Charged Off
4839;68433555;16000;13.44;C;Maintenance technician;10;OWN;38000;Current
4840;68493632;15000;9.17;B;HVAC TECH;0;MORTGAGE;52000;Fully Paid
4841;68453648;10000;19.89;E;Lead Trainer;0;RENT;33000;Current
4842;65985383;16000;9.8;B;owner;5;MORTGAGE;80000;Fully Paid
4843;68162427;28000;7.49;A;Support Del Manager;8;MORTGAGE;100000;Fully Paid
4844;68533623;3200;11.99;C;Parole Agent;10;OWN;62000;Fully Paid
4845;68463237;12000;11.99;C;Assistant Director;10;OWN;150000;Current
4846;67828738;9600;7.91;A;;;MORTGAGE;36144;Charged Off
4847;68583768;16000;8.49;B;Financial service;10;MORTGAGE;85000;Fully Paid
4848;68423629;6000;10.78;B;Sr Data Systems Mgr;10;MORTGAGE;62000;Fully Paid
4849;68353592;17600;9.8;B;Director of Student Financial Services;5;MORTGAGE;98000;Fully Paid
4850;68533577;35000;10.78;B;Contract Programmer;10;MORTGAGE;92000;Fully Paid
4851;68302594;1600;11.48;B;;;MORTGAGE;82000;Fully Paid
4852;68563608;12000;8.49;B;ESL Outreach Liaison;0;RENT;30000;Charged Off
4853;68493628;10575;13.44;C;Senior Center Manager;8;MORTGAGE;44000;Fully Paid
4854;68523600;23000;12.88;C;Registered Nurse;5;MORTGAGE;70000;Current
4855;68523173;8000;12.88;C;Police Officer;8;OWN;115000;Charged Off
4856;68523589;28000;7.91;A;Attorney;2;MORTGAGE;117000;Fully Paid
4857;68363625;6000;10.78;B;;;RENT;47630;Fully Paid
4858;68413626;8000;15.77;D;Paramedic;4;RENT;45000;Fully Paid
4859;68443544;8400;9.17;B;Manager;1;RENT;42000;Fully Paid
4860;68563595;3000;11.48;B;Owner ;10;MORTGAGE;48000;Fully Paid
4861;68493595;12000;19.89;E;retail supervisor;3;RENT;33000;Fully Paid
4862;67898933;6000;12.88;C;Medical Assistant;1;RENT;33280;Fully Paid
4863;68393607;8400;9.8;B;Manager;7;RENT;102000;Fully Paid
4864;68473508;2950;19.89;E;Water Treatment Plant Manager;5;MORTGAGE;203000;Charged Off
4865;68029829;12000;8.49;B;LPN;10;RENT;65000;Charged Off
4866;68443508;15000;19.48;E;sales manager ;10;RENT;57000;Current
4867;68573633;3000;13.99;C;Home Energy Squad Member;0;RENT;19600;Fully Paid
4868;68473524;16300;11.99;C;Sr Financial Analyst;2;RENT;75000;Fully Paid
4869;68122532;8000;12.88;C;Store Manager;0;RENT;56000;Fully Paid
4870;67317719;9600;11.99;C;Subcontract Administrator / Buyer;1;MORTGAGE;76899;Fully Paid
4871;68019573;32200;24.24;F;supervisor ;0;MORTGAGE;70000;Charged Off
4872;67265255;2400;15.77;D;;;RENT;24000;Charged Off
4873;68593537;10000;13.99;C;Medical Coder;1;MORTGAGE;80000;Fully Paid
4874;68393588;5000;5.32;A;Depositor Operator;3;RENT;45000;Fully Paid
4875;66085355;12000;13.44;C;Medical Management Specialist;1;RENT;72000;Late (31-120 days)
4876;68583754;4500;12.88;C;Customer Service Rep;2;OWN;30000;Fully Paid
4877;68353577;5000;13.44;C;Team leader;10;RENT;40000;Fully Paid
4878;67888850;4000;11.99;C;Production Lead;4;RENT;42000;Fully Paid
4879;68593545;17700;13.44;C;secretary/bookkeeper;5;RENT;70000;Charged Off
4880;68483571;15000;7.49;A;Technician;0;RENT;55000;Fully Paid
4881;67809356;8000;9.17;B;Architect;5;RENT;70000;Fully Paid
4882;68413457;8175;16.59;D;General Manager;10;RENT;63000;Charged Off
4883;68523337;32000;10.78;B;Field Service Supervisor;10;RENT;93000;Charged Off
4884;68543589;30000;9.8;B;Facilities Management;10;MORTGAGE;110000;Fully Paid
4885;68423295;16125;15.77;D;Customer Service Rep III;2;RENT;34800;Fully Paid
4886;68563378;15600;18.99;E;Prem tech;0;RENT;65000;Charged Off
4887;68403183;14000;11.99;C;ADDRESS MANAGEMENT TECH;10;RENT;57400;Fully Paid
4888;68453638;6000;7.49;A;Technician;6;RENT;60000;Fully Paid
4889;67929066;13850;20.5;E;Assistant Manager;0;RENT;33000;Fully Paid
